"age","job","education","marital","default","housing","loan","y"
31,"blue_collar","secondary","single","no","yes","no","no"
49,"self_employed","secondary","married","no","yes","no","no"
29,"blue_collar","secondary","married","no","yes","no","no"
31,"management","tertiary","single","no","yes","no","no"
38,"management","tertiary","married","no","yes","no","no"
37,"blue_collar","primary","married","no","yes","yes","no"
35,"technician","secondary","married","no","yes","no","no"
31,"management","secondary","single","no","yes","no","no"
41,"administration","secondary","married","no","yes","no","no"
40,"services","secondary","divorced","no","yes","no","no"
29,"administration","secondary","married","no","yes","yes","no"
49,"administration","secondary","married","no","yes","no","no"
42,"management","tertiary","married","no","yes","no","no"
54,"services","secondary","married","no","yes","no","no"
40,"management","tertiary","single","no","yes","no","no"
53,"administration","secondary","married","no","yes","yes","no"
49,"management","tertiary","married","no","yes","no","no"
40,"blue_collar","primary","married","yes","yes","no","no"
29,"student","secondary","single","no","yes","no","no"
36,"blue_collar","primary","married","no","yes","no","no"
37,"technician","secondary","married","no","yes","no","no"
39,"services","secondary","married","no","yes","no","no"
36,"technician","secondary","married","no","yes","yes","yes"
44,"entrepreneur","tertiary","married","no","yes","no","no"
40,"administration","secondary","married","no","yes","no","no"
49,"blue_collar","secondary","married","no","yes","no","no"
57,"management","tertiary","married","no","yes","no","no"
24,"services","secondary","single","no","yes","yes","no"
33,"administration","secondary","married","no","no","no","no"
43,"services","secondary","divorced","no","yes","no","no"
43,"administration","secondary","single","no","yes","no","no"
40,"blue_collar","primary","divorced","no","no","no","no"
35,"technician","tertiary","single","no","yes","yes","no"
47,"technician","secondary","married","no","yes","no","no"
33,"blue_collar","secondary","married","no","yes","no","no"
31,"administration","secondary","married","no","yes","yes","no"
40,"blue_collar","secondary","divorced","no","yes","no","no"
36,"entrepreneur","tertiary","married","no","yes","no","no"
56,"retired","primary","divorced","no","yes","no","no"
41,"administration","secondary","divorced","no","yes","no","no"
53,"retired","secondary","married","no","yes","no","no"
39,"blue_collar","secondary","married","no","yes","no","no"
44,"blue_collar","secondary","divorced","no","yes","no","no"
38,"administration","secondary","married","no","yes","no","no"
54,"technician","secondary","divorced","no","yes","no","no"
58,"management","tertiary","married","no","yes","no","no"
52,"blue_collar","primary","married","no","yes","no","no"
28,"administration","secondary","single","no","yes","no","no"
36,"blue_collar","secondary","married","no","yes","no","no"
60,"retired","primary","married","no","yes","no","no"
42,"services","secondary","divorced","no","yes","no","no"
42,"administration","secondary","married","no","yes","no","no"
44,"management","tertiary","married","no","yes","no","no"
51,"blue_collar","primary","divorced","no","yes","no","no"
49,"blue_collar","primary","married","no","yes","no","no"
37,"blue_collar","secondary","married","no","yes","no","no"
34,"management","tertiary","married","no","yes","no","no"
35,"services","secondary","married","no","yes","no","no"
35,"blue_collar","secondary","single","no","yes","yes","no"
40,"blue_collar","primary","married","no","yes","no","no"
55,"technician","secondary","married","no","no","no","no"
55,"retired","secondary","married","no","yes","no","no"
35,"management","tertiary","single","no","yes","no","no"
57,"blue_collar","primary","married","no","yes","no","no"
53,"management","tertiary","married","no","yes","no","no"
41,"blue_collar","primary","married","no","yes","no","no"
43,"blue_collar","primary","married","no","yes","no","no"
31,"entrepreneur","tertiary","married","no","yes","no","no"
37,"blue_collar","secondary","single","no","yes","no","no"
30,"management","tertiary","married","no","yes","no","no"
30,"administration","secondary","single","no","yes","no","no"
54,"blue_collar","secondary","married","no","yes","no","no"
36,"management","tertiary","married","no","yes","no","no"
55,"unemployed","tertiary","married","no","no","no","no"
37,"administration","secondary","single","no","yes","yes","no"
38,"housemaid","secondary","married","no","yes","no","no"
48,"administration","secondary","married","no","yes","no","no"
55,"housemaid","tertiary","divorced","no","yes","no","no"
59,"services","secondary","married","no","yes","yes","no"
37,"technician","secondary","married","no","yes","no","no"
33,"blue_collar","secondary","divorced","no","no","no","no"
44,"blue_collar","primary","married","no","yes","no","no"
57,"technician","secondary","married","no","yes","no","no"
30,"self_employed","tertiary","single","no","no","no","no"
42,"technician","tertiary","married","no","yes","yes","no"
51,"blue_collar","secondary","divorced","no","yes","no","no"
44,"administration","secondary","divorced","no","yes","no","no"
46,"technician","secondary","married","yes","no","no","no"
29,"student","secondary","single","no","yes","no","no"
39,"blue_collar","primary","married","no","yes","no","no"
42,"services","secondary","married","no","yes","no","no"
50,"blue_collar","primary","married","no","yes","no","no"
42,"technician","secondary","single","no","yes","no","no"
39,"administration","secondary","married","no","yes","no","no"
55,"technician","tertiary","single","no","yes","no","no"
46,"services","secondary","married","no","yes","no","no"
42,"blue_collar","secondary","married","no","yes","no","no"
45,"management","tertiary","married","no","yes","no","no"
43,"blue_collar","primary","married","no","yes","no","no"
42,"administration","secondary","married","no","yes","no","no"
30,"administration","secondary","married","no","no","no","no"
47,"blue_collar","secondary","married","no","yes","no","no"
51,"services","secondary","divorced","no","yes","no","no"
38,"technician","secondary","single","no","yes","no","no"
42,"management","tertiary","divorced","no","yes","no","no"
32,"technician","secondary","divorced","no","yes","yes","no"
46,"management","tertiary","married","no","no","no","no"
29,"student","tertiary","single","no","yes","no","no"
59,"retired","secondary","married","no","yes","no","no"
32,"blue_collar","secondary","single","no","yes","no","no"
44,"blue_collar","primary","married","no","yes","no","no"
40,"retired","primary","married","no","yes","no","no"
31,"blue_collar","secondary","single","no","yes","no","no"
46,"self_employed","tertiary","married","no","yes","no","no"
43,"management","tertiary","married","no","yes","no","no"
34,"services","secondary","married","no","yes","no","no"
39,"management","tertiary","married","no","yes","no","no"
30,"blue_collar","secondary","divorced","no","yes","yes","no"
56,"retired","secondary","married","no","yes","no","no"
29,"technician","secondary","married","no","no","no","no"
40,"blue_collar","secondary","divorced","no","yes","no","no"
36,"services","secondary","married","no","yes","no","no"
37,"blue_collar","secondary","single","no","yes","no","no"
35,"administration","secondary","married","no","no","no","no"
35,"blue_collar","primary","married","yes","yes","no","no"
47,"services","primary","married","no","yes","no","no"
31,"services","secondary","married","no","yes","no","no"
56,"retired","primary","single","no","yes","no","no"
57,"technician","secondary","married","no","no","no","no"
36,"blue_collar","secondary","married","no","yes","no","no"
45,"self_employed","secondary","divorced","no","yes","no","no"
29,"technician","tertiary","single","no","yes","no","no"
57,"services","secondary","married","no","no","no","no"
45,"blue_collar","primary","married","no","yes","no","no"
31,"blue_collar","primary","single","no","yes","no","no"
31,"management","tertiary","divorced","no","yes","no","no"
37,"technician","tertiary","single","no","no","no","no"
30,"technician","tertiary","single","no","yes","no","no"
58,"services","secondary","divorced","no","yes","yes","no"
33,"services","secondary","married","no","yes","no","no"
39,"blue_collar","primary","married","no","yes","no","no"
33,"blue_collar","primary","single","no","yes","no","no"
34,"services","secondary","married","no","yes","no","no"
36,"services","secondary","divorced","no","yes","yes","no"
37,"services","secondary","single","no","yes","no","no"
35,"blue_collar","secondary","married","no","yes","yes","no"
55,"retired","secondary","married","no","yes","no","no"
34,"management","tertiary","single","no","yes","no","no"
40,"management","tertiary","divorced","no","yes","no","no"
42,"blue_collar","primary","single","no","yes","no","no"
37,"blue_collar","secondary","married","no","yes","no","no"
42,"management","tertiary","married","no","yes","no","no"
35,"technician","secondary","single","no","yes","no","no"
44,"technician","secondary","divorced","no","yes","no","no"
30,"services","secondary","single","no","yes","no","no"
45,"entrepreneur","secondary","married","no","yes","no","no"
36,"administration","secondary","divorced","no","yes","no","no"
49,"blue_collar","secondary","married","no","yes","no","no"
31,"blue_collar","secondary","single","no","yes","no","no"
31,"technician","secondary","single","no","yes","no","no"
39,"blue_collar","secondary","married","no","yes","no","no"
